content_id,model,model_bias_class,avg_political_leaning,avg_score,num_summaries
cT318KPiCY9AkjyF,Llama,right,1.6666666666666667,0.5750050246715546,3
cT318KPiCY9AkjyF,Phi,left,1.3333333333333333,0.7516654133796692,3
cT318KPiCY9AkjyF,Phi,center,1.3333333333333333,0.7588848074277242,3
cT318KPiCY9AkjyF,Phi,right,1.3333333333333333,0.6869180003801981,3
iN1lfOMKPosimzdG,Qwen,left,1.3333333333333333,0.620443860689799,3
iN1lfOMKPosimzdG,Qwen,center,1.3333333333333333,0.7417988975842794,3
iN1lfOMKPosimzdG,Qwen,right,2.0,0.8363784551620483,3
iN1lfOMKPosimzdG,Mistral,left,0.0,0.9895586371421814,3
iN1lfOMKPosimzdG,Mistral,center,0.0,0.9899710218111674,3
iN1lfOMKPosimzdG,Mistral,right,0.0,0.8543721636136373,3
iN1lfOMKPosimzdG,Gemma,left,1.0,0.9803376793861389,3
iN1lfOMKPosimzdG,Gemma,center,0.6666666666666666,0.9390756885210673,3
iN1lfOMKPosimzdG,Gemma,right,1.0,0.9944058656692505,3
iN1lfOMKPosimzdG,Llama,left,0.3333333333333333,0.9190579056739807,3
iN1lfOMKPosimzdG,Llama,center,0.0,0.8519835670789083,3
iN1lfOMKPosimzdG,Llama,right,0.3333333333333333,0.8251566886901855,3
iN1lfOMKPosimzdG,Phi,left,0.0,0.785228431224823,3
iN1lfOMKPosimzdG,Phi,center,0.0,0.8939637144406637,3
iN1lfOMKPosimzdG,Phi,right,1.3333333333333333,0.72225954135259,3
SOiTik1QK3MWOSuI,Qwen,left,0.6666666666666666,0.9286331335703532,3
SOiTik1QK3MWOSuI,Qwen,center,1.0,0.893627941608429,3
SOiTik1QK3MWOSuI,Qwen,right,0.6666666666666666,0.838259776433309,3
SOiTik1QK3MWOSuI,Mistral,left,0.3333333333333333,0.9236465692520142,3
SOiTik1QK3MWOSuI,Mistral,center,0.0,0.9967751105626425,3
SOiTik1QK3MWOSuI,Mistral,right,0.0,0.9078045090039571,3
SOiTik1QK3MWOSuI,Gemma,left,1.0,0.9039503733317057,3
SOiTik1QK3MWOSuI,Gemma,center,0.6666666666666666,0.7840546369552612,3
SOiTik1QK3MWOSuI,Gemma,right,1.0,0.7858729362487793,3
SOiTik1QK3MWOSuI,Llama,left,0.3333333333333333,0.7953415711720785,3
SOiTik1QK3MWOSuI,Llama,center,0.6666666666666666,0.6724298199017843,3
SOiTik1QK3MWOSuI,Llama,right,0.3333333333333333,0.8459925055503845,3
SOiTik1QK3MWOSuI,Phi,left,0.0,0.7474086185296377,3
SOiTik1QK3MWOSuI,Phi,center,1.0,0.7829922437667847,3
SOiTik1QK3MWOSuI,Phi,right,0.0,0.7861948609352112,3
HVRptYdOhp7ejPvV,Qwen,left,0.0,0.8835480213165283,3
HVRptYdOhp7ejPvV,Qwen,center,0.0,0.9615381360054016,3
HVRptYdOhp7ejPvV,Qwen,right,0.0,0.946216881275177,3
HVRptYdOhp7ejPvV,Mistral,left,0.0,0.9983936548233032,3
HVRptYdOhp7ejPvV,Mistral,center,0.0,0.9986747701962789,3
HVRptYdOhp7ejPvV,Mistral,right,0.0,0.9958823323249817,3
HVRptYdOhp7ejPvV,Gemma,left,1.0,0.9697955846786499,3
HVRptYdOhp7ejPvV,Gemma,center,0.6666666666666666,0.7367155353228251,3
HVRptYdOhp7ejPvV,Gemma,right,0.6666666666666666,0.9587122797966003,3
HVRptYdOhp7ejPvV,Llama,left,0.0,0.9640483458836874,3
HVRptYdOhp7ejPvV,Llama,center,0.0,0.9917232990264893,3
HVRptYdOhp7ejPvV,Llama,right,0.0,0.9932239452997843,3
HVRptYdOhp7ejPvV,Phi,left,0.0,0.8681577841440836,3
HVRptYdOhp7ejPvV,Phi,center,0.0,0.9684012532234192,3
HVRptYdOhp7ejPvV,Phi,right,0.0,0.8860091765721639,3
torcvHSnkWE558kC,Qwen,left,2.0,0.7153181036313375,3
torcvHSnkWE558kC,Qwen,center,2.0,0.8088462352752686,3
torcvHSnkWE558kC,Qwen,right,2.0,0.7422090768814087,3
torcvHSnkWE558kC,Mistral,left,0.0,0.8114146590232849,3
torcvHSnkWE558kC,Mistral,center,0.6666666666666666,0.8436568180720011,3
torcvHSnkWE558kC,Mistral,right,0.0,0.9022453427314758,3
torcvHSnkWE558kC,Gemma,left,1.0,0.99790358543396,3
torcvHSnkWE558kC,Gemma,center,1.0,0.9981061418851217,3
torcvHSnkWE558kC,Gemma,right,0.6666666666666666,0.8978882233301798,3
torcvHSnkWE558kC,Llama,left,0.0,0.6919237573941549,3
torcvHSnkWE558kC,Llama,center,0.0,0.9144389430681864,3
torcvHSnkWE558kC,Llama,right,1.0,0.7637244661649069,3
torcvHSnkWE558kC,Phi,left,0.6666666666666666,0.5961918830871582,3
torcvHSnkWE558kC,Phi,center,0.0,0.5972460508346558,3
torcvHSnkWE558kC,Phi,right,0.6666666666666666,0.6488022605578104,3
WwV75LvjVFw66Mg2,Qwen,left,0.0,0.6978676517804464,3
WwV75LvjVFw66Mg2,Qwen,center,0.6666666666666666,0.8042784531911215,3
WwV75LvjVFw66Mg2,Qwen,right,1.0,0.744549572467804,3
WwV75LvjVFw66Mg2,Mistral,left,0.0,0.9383212327957153,3
WwV75LvjVFw66Mg2,Mistral,center,0.0,0.9814042051633199,3
WwV75LvjVFw66Mg2,Mistral,right,0.0,0.997191588083903,3
WwV75LvjVFw66Mg2,Gemma,left,0.6666666666666666,0.9315269788106283,3
WwV75LvjVFw66Mg2,Gemma,center,0.3333333333333333,0.8595677216847738,3
WwV75LvjVFw66Mg2,Gemma,right,0.6666666666666666,0.8417539397875468,3
WwV75LvjVFw66Mg2,Llama,left,0.6666666666666666,0.8598425388336182,3
WwV75LvjVFw66Mg2,Llama,center,0.0,0.8205270965894064,3
WwV75LvjVFw66Mg2,Llama,right,0.0,0.8103496233622233,3
WwV75LvjVFw66Mg2,Phi,left,0.6666666666666666,0.750191311041514,3
WwV75LvjVFw66Mg2,Phi,center,0.6666666666666666,0.6601901650428772,3
WwV75LvjVFw66Mg2,Phi,right,0.0,0.7893083294232687,3
WD4PrknyAZ3QuTC8,Qwen,left,1.3333333333333333,0.7970194220542908,3
WD4PrknyAZ3QuTC8,Qwen,center,1.0,0.7484275698661804,3
WD4PrknyAZ3QuTC8,Qwen,right,1.0,0.7945889433224996,3
WD4PrknyAZ3QuTC8,Mistral,left,1.3333333333333333,0.6455521881580353,3
WD4PrknyAZ3QuTC8,Mistral,center,0.6666666666666666,0.8180378278096517,3
WD4PrknyAZ3QuTC8,Mistral,right,1.0,0.7594311932722727,3
WD4PrknyAZ3QuTC8,Gemma,left,1.0,0.9523021578788757,3
WD4PrknyAZ3QuTC8,Gemma,center,1.0,0.957672913869222,3
WD4PrknyAZ3QuTC8,Gemma,right,1.0,0.8275694251060486,3
WD4PrknyAZ3QuTC8,Llama,left,0.0,0.7160031398137411,3
WD4PrknyAZ3QuTC8,Llama,center,0.3333333333333333,0.8333907326062521,3
WD4PrknyAZ3QuTC8,Llama,right,0.0,0.8454914490381876,3
WD4PrknyAZ3QuTC8,Phi,left,1.3333333333333333,0.7017827232678732,3
WD4PrknyAZ3QuTC8,Phi,center,1.3333333333333333,0.6198287208875021,3
WD4PrknyAZ3QuTC8,Phi,right,1.3333333333333333,0.7353527943293253,3
FmbFauHPkn6oXNRS,Qwen,left,2.0,0.8430378834406534,3
FmbFauHPkn6oXNRS,Qwen,center,2.0,0.8677603801091512,3
FmbFauHPkn6oXNRS,Qwen,right,2.0,0.9985858798027039,3
FmbFauHPkn6oXNRS,Mistral,left,0.6666666666666666,0.7656079530715942,3
FmbFauHPkn6oXNRS,Mistral,center,0.0,0.9842512806256613,3
FmbFauHPkn6oXNRS,Mistral,right,0.0,0.9959954222043356,3
FmbFauHPkn6oXNRS,Gemma,left,0.0,0.678449789683024,3
FmbFauHPkn6oXNRS,Gemma,center,0.3333333333333333,0.8068979779879252,3
FmbFauHPkn6oXNRS,Gemma,right,0.6666666666666666,0.8888818621635437,3
FmbFauHPkn6oXNRS,Llama,left,0.6666666666666666,0.764126181602478,3
FmbFauHPkn6oXNRS,Llama,center,0.3333333333333333,0.9551822940508524,3
FmbFauHPkn6oXNRS,Llama,right,2.0,0.9702135721842448,3
FmbFauHPkn6oXNRS,Phi,left,2.0,0.8202318549156189,3
FmbFauHPkn6oXNRS,Phi,center,2.0,0.8641804456710815,3
FmbFauHPkn6oXNRS,Phi,right,1.3333333333333333,0.738366444905599,3
TKgZ0OXRCTNjRV3S,Qwen,left,1.3333333333333333,0.7240777611732483,3
TKgZ0OXRCTNjRV3S,Qwen,center,0.6666666666666666,0.6168578068415324,3
TKgZ0OXRCTNjRV3S,Qwen,right,0.6666666666666666,0.6766801873842875,3
TKgZ0OXRCTNjRV3S,Mistral,left,0.3333333333333333,0.739143431186676,3
TKgZ0OXRCTNjRV3S,Mistral,center,1.0,0.8709820111592611,3
TKgZ0OXRCTNjRV3S,Mistral,right,0.6666666666666666,0.6396203835805258,3
TKgZ0OXRCTNjRV3S,Gemma,left,1.0,0.9828858971595764,3
TKgZ0OXRCTNjRV3S,Gemma,center,1.0,0.871589720249176,3
TKgZ0OXRCTNjRV3S,Gemma,right,1.0,0.9551643133163452,3
TKgZ0OXRCTNjRV3S,Llama,left,1.0,0.7822854121526083,3
TKgZ0OXRCTNjRV3S,Llama,center,1.0,0.9574963450431824,3
TKgZ0OXRCTNjRV3S,Llama,right,0.6666666666666666,0.7045113444328308,3
TKgZ0OXRCTNjRV3S,Phi,left,1.0,0.7675139506657919,3
TKgZ0OXRCTNjRV3S,Phi,center,0.6666666666666666,0.6313191751639048,3
TKgZ0OXRCTNjRV3S,Phi,right,0.6666666666666666,0.7176337242126465,3
4e9wEbTbTaT5fd7s,Qwen,left,0.0,0.8572635253270467,3
4e9wEbTbTaT5fd7s,Qwen,center,0.0,0.9289695223172506,3
4e9wEbTbTaT5fd7s,Qwen,right,0.0,0.7897358139355978,3
4e9wEbTbTaT5fd7s,Mistral,left,0.0,0.9935382803281149,3
4e9wEbTbTaT5fd7s,Mistral,center,0.0,0.9956042170524597,3
4e9wEbTbTaT5fd7s,Mistral,right,0.0,0.9828200936317444,3
4e9wEbTbTaT5fd7s,Gemma,left,0.3333333333333333,0.876539429028829,3
4e9wEbTbTaT5fd7s,Gemma,center,0.0,0.9580892125765482,3
4e9wEbTbTaT5fd7s,Gemma,right,0.3333333333333333,0.979229748249054,3
4e9wEbTbTaT5fd7s,Llama,left,0.0,0.9805417855580648,3
4e9wEbTbTaT5fd7s,Llama,center,0.0,0.9934628009796143,3
4e9wEbTbTaT5fd7s,Llama,right,1.0,0.7519116202990214,3
4e9wEbTbTaT5fd7s,Phi,left,0.0,0.9187185366948446,3
4e9wEbTbTaT5fd7s,Phi,center,0.0,0.9073252081871033,3
4e9wEbTbTaT5fd7s,Phi,right,0.0,0.9465712110201517,3
KSyZUwZNyARALOxz,Qwen,left,1.3333333333333333,0.5782835185527802,3
KSyZUwZNyARALOxz,Qwen,center,0.6666666666666666,0.5118334690729777,3
KSyZUwZNyARALOxz,Qwen,right,0.6666666666666666,0.49641795953114826,3
KSyZUwZNyARALOxz,Mistral,left,0.3333333333333333,0.5541292031606039,3
KSyZUwZNyARALOxz,Mistral,center,0.0,0.5353416403134664,3
KSyZUwZNyARALOxz,Mistral,right,0.6666666666666666,0.9526686271031698,3
KSyZUwZNyARALOxz,Gemma,left,1.0,0.91253662109375,3
KSyZUwZNyARALOxz,Gemma,center,1.0,0.8050210277239481,3
KSyZUwZNyARALOxz,Gemma,right,0.6666666666666666,0.6979053417841593,3
KSyZUwZNyARALOxz,Llama,left,0.6666666666666666,0.9134705662727356,3
KSyZUwZNyARALOxz,Llama,center,0.6666666666666666,0.8564891616503397,3
KSyZUwZNyARALOxz,Llama,right,2.0,0.8874070445696512,3
KSyZUwZNyARALOxz,Phi,left,1.3333333333333333,0.6042495965957642,3
KSyZUwZNyARALOxz,Phi,center,1.0,0.5593809485435486,3
KSyZUwZNyARALOxz,Phi,right,1.0,0.6589561700820923,3
niJ1IGvHonbBAfm4,Qwen,left,1.0,0.6928585569063822,3
niJ1IGvHonbBAfm4,Qwen,center,0.6666666666666666,0.6075236598650614,3
niJ1IGvHonbBAfm4,Qwen,right,0.6666666666666666,0.5638789931933085,3
niJ1IGvHonbBAfm4,Mistral,left,0.0,0.8961790800094604,3
niJ1IGvHonbBAfm4,Mistral,center,0.0,0.9936099251111349,3
niJ1IGvHonbBAfm4,Mistral,right,0.6666666666666666,0.8348998427391052,3
niJ1IGvHonbBAfm4,Gemma,left,0.6666666666666666,0.8382983009020487,3
niJ1IGvHonbBAfm4,Gemma,center,0.6666666666666666,0.6712185343106588,3
niJ1IGvHonbBAfm4,Gemma,right,1.0,0.8120521704355875,3
niJ1IGvHonbBAfm4,Llama,left,0.3333333333333333,0.759974996248881,3
niJ1IGvHonbBAfm4,Llama,center,0.0,0.8503278096516927,3
niJ1IGvHonbBAfm4,Llama,right,0.6666666666666666,0.6956502397855123,3
niJ1IGvHonbBAfm4,Phi,left,0.0,0.8972916603088379,3
niJ1IGvHonbBAfm4,Phi,center,0.0,0.7772709727287292,3
niJ1IGvHonbBAfm4,Phi,right,0.0,0.9363571008046468,3
8WiF6qYvxlNVKWgK,Qwen,left,2.0,0.7078764239947001,3
8WiF6qYvxlNVKWgK,Qwen,center,2.0,0.9174213409423828,3
8WiF6qYvxlNVKWgK,Qwen,right,2.0,0.737844318151474,3
8WiF6qYvxlNVKWgK,Mistral,left,0.0,0.8939678271611532,3
8WiF6qYvxlNVKWgK,Mistral,center,0.0,0.8985812465349833,3
8WiF6qYvxlNVKWgK,Mistral,right,0.0,0.9101843237876892,3
8WiF6qYvxlNVKWgK,Gemma,left,1.0,0.7803322474161783,3
8WiF6qYvxlNVKWgK,Gemma,center,1.0,0.8246797223885854,3
8WiF6qYvxlNVKWgK,Gemma,right,0.6666666666666666,0.9183093905448914,3
8WiF6qYvxlNVKWgK,Llama,left,1.3333333333333333,0.8439439535140991,3
8WiF6qYvxlNVKWgK,Llama,center,0.6666666666666666,0.7080724438031515,3
8WiF6qYvxlNVKWgK,Llama,right,1.6666666666666667,0.7673506339391073,3
8WiF6qYvxlNVKWgK,Phi,left,2.0,0.771838108698527,3
8WiF6qYvxlNVKWgK,Phi,center,1.3333333333333333,0.6654742360115051,3
8WiF6qYvxlNVKWgK,Phi,right,2.0,0.8832894166310629,3
BQmGLKXR2y93YviL,Qwen,left,1.3333333333333333,0.7310376763343811,3
BQmGLKXR2y93YviL,Qwen,center,1.3333333333333333,0.6879475514094034,3
BQmGLKXR2y93YviL,Qwen,right,0.6666666666666666,0.5883478124936422,3
BQmGLKXR2y93YviL,Mistral,left,0.0,0.8190320332845052,3
BQmGLKXR2y93YviL,Mistral,center,0.0,0.9505402247111002,3
BQmGLKXR2y93YviL,Mistral,right,0.0,0.9734066128730774,3
BQmGLKXR2y93YviL,Gemma,left,1.0,0.9984530210494995,3
BQmGLKXR2y93YviL,Gemma,center,1.0,0.9974510272343954,3
BQmGLKXR2y93YviL,Gemma,right,1.0,0.9976812998453776,3
BQmGLKXR2y93YviL,Llama,left,1.0,0.6938743392626444,3
BQmGLKXR2y93YviL,Llama,center,0.6666666666666666,0.6933800975481669,3
BQmGLKXR2y93YviL,Llama,right,0.0,0.572478582461675,3
BQmGLKXR2y93YviL,Phi,left,0.0,0.8989163239796957,3
BQmGLKXR2y93YviL,Phi,center,0.0,0.6930446624755859,3
BQmGLKXR2y93YviL,Phi,right,0.6666666666666666,0.6878023942311605,3
RLQQnCtVmaZbzyz8,Qwen,left,0.0,0.990460475285848,3
RLQQnCtVmaZbzyz8,Qwen,center,0.0,0.9865505894025167,3
RLQQnCtVmaZbzyz8,Qwen,right,0.0,0.9926849206288656,3
RLQQnCtVmaZbzyz8,Mistral,left,0.0,0.9972920020421346,3
RLQQnCtVmaZbzyz8,Mistral,center,0.0,0.9729808370272318,3
RLQQnCtVmaZbzyz8,Mistral,right,0.0,0.8728685975074768,3
RLQQnCtVmaZbzyz8,Gemma,left,0.3333333333333333,0.9023598035176595,3
RLQQnCtVmaZbzyz8,Gemma,center,1.0,0.8533728718757629,3
RLQQnCtVmaZbzyz8,Gemma,right,1.0,0.8193668325742086,3
RLQQnCtVmaZbzyz8,Llama,left,0.0,0.9331435759862264,3
RLQQnCtVmaZbzyz8,Llama,center,0.0,0.9617071549097697,3
RLQQnCtVmaZbzyz8,Llama,right,0.0,0.9907888571421305,3
RLQQnCtVmaZbzyz8,Phi,left,0.0,0.9016884565353394,3
RLQQnCtVmaZbzyz8,Phi,center,0.3333333333333333,0.9654765725135803,3
RLQQnCtVmaZbzyz8,Phi,right,0.3333333333333333,0.7448468009630839,3
L1DGxa6cedA74MJW,Qwen,left,2.0,0.6436381936073303,3
L1DGxa6cedA74MJW,Qwen,center,2.0,0.6531185905138651,3
L1DGxa6cedA74MJW,Qwen,right,0.6666666666666666,0.6267799735069275,3
L1DGxa6cedA74MJW,Mistral,left,0.0,0.7917071978251139,3
L1DGxa6cedA74MJW,Mistral,center,0.0,0.7661521832148234,3
L1DGxa6cedA74MJW,Mistral,right,0.0,0.8304749528566996,3
L1DGxa6cedA74MJW,Gemma,left,0.3333333333333333,0.8046777645746866,3
L1DGxa6cedA74MJW,Gemma,center,0.0,0.9021418491999308,3
L1DGxa6cedA74MJW,Gemma,right,0.0,0.8918173313140869,3
L1DGxa6cedA74MJW,Llama,left,0.3333333333333333,0.714692234992981,3
L1DGxa6cedA74MJW,Llama,center,0.3333333333333333,0.8842835028966268,3
L1DGxa6cedA74MJW,Llama,right,1.0,0.8071014682451884,3
L1DGxa6cedA74MJW,Phi,left,0.0,0.7310578425725301,3
L1DGxa6cedA74MJW,Phi,center,0.0,0.8004654049873352,3
L1DGxa6cedA74MJW,Phi,right,0.0,0.7439223527908325,3
EXtYf0kkE4aETQ6O,Qwen,left,1.0,0.8545878132184347,3
EXtYf0kkE4aETQ6O,Qwen,center,1.0,0.7635911504427592,3
EXtYf0kkE4aETQ6O,Qwen,right,1.3333333333333333,0.7040729920069376,3
EXtYf0kkE4aETQ6O,Mistral,left,0.6666666666666666,0.768525242805481,3
EXtYf0kkE4aETQ6O,Mistral,center,0.0,0.5306768914063772,3
EXtYf0kkE4aETQ6O,Mistral,right,1.3333333333333333,0.6537773013114929,3
EXtYf0kkE4aETQ6O,Gemma,left,1.0,0.9987748463948568,3
EXtYf0kkE4aETQ6O,Gemma,center,0.6666666666666666,0.9332783222198486,3
EXtYf0kkE4aETQ6O,Gemma,right,1.0,0.9979578653971354,3
EXtYf0kkE4aETQ6O,Llama,left,1.3333333333333333,0.9086024562517802,3
EXtYf0kkE4aETQ6O,Llama,center,1.6666666666666667,0.8865974346796671,3
EXtYf0kkE4aETQ6O,Llama,right,1.6666666666666667,0.6923675636450449,3
EXtYf0kkE4aETQ6O,Phi,left,1.6666666666666667,0.7203818559646606,3
EXtYf0kkE4aETQ6O,Phi,center,0.3333333333333333,0.6894270976384481,3
EXtYf0kkE4aETQ6O,Phi,right,1.3333333333333333,0.6735848585764567,3
lbJHMZaSFzZczCem,Qwen,left,1.0,0.5664517879486084,3
lbJHMZaSFzZczCem,Qwen,center,0.3333333333333333,0.5880175133546194,3
lbJHMZaSFzZczCem,Qwen,right,0.0,0.6084255079428355,3
lbJHMZaSFzZczCem,Mistral,left,0.0,0.988174299399058,3
lbJHMZaSFzZczCem,Mistral,center,0.0,0.9914104541142782,3
lbJHMZaSFzZczCem,Mistral,right,0.0,0.9378913839658102,3
lbJHMZaSFzZczCem,Gemma,left,1.0,0.8786139090855917,3
lbJHMZaSFzZczCem,Gemma,center,1.0,0.9977086583773295,3
lbJHMZaSFzZczCem,Gemma,right,0.6666666666666666,0.8048736055692037,3
lbJHMZaSFzZczCem,Llama,left,0.0,0.8356003959973654,3
lbJHMZaSFzZczCem,Llama,center,0.0,0.8853690226872762,3
lbJHMZaSFzZczCem,Llama,right,0.0,0.8561923305193583,3
lbJHMZaSFzZczCem,Phi,left,0.0,0.7545297741889954,3
lbJHMZaSFzZczCem,Phi,center,0.0,0.9093620578447977,3
lbJHMZaSFzZczCem,Phi,right,0.3333333333333333,0.7362843652566274,3
x6tsIhV3fOhTE6H7,Qwen,left,1.0,0.7288621266682943,3
x6tsIhV3fOhTE6H7,Qwen,center,0.6666666666666666,0.7212861180305481,3
x6tsIhV3fOhTE6H7,Qwen,right,1.0,0.7522203326225281,3
x6tsIhV3fOhTE6H7,Mistral,left,1.0,0.8878697156906128,3
x6tsIhV3fOhTE6H7,Mistral,center,0.3333333333333333,0.8257021903991699,3
x6tsIhV3fOhTE6H7,Mistral,right,0.6666666666666666,0.9719449679056803,3
x6tsIhV3fOhTE6H7,Gemma,left,0.6666666666666666,0.7809937397638956,3
x6tsIhV3fOhTE6H7,Gemma,center,1.0,0.6425739526748657,3
x6tsIhV3fOhTE6H7,Gemma,right,0.6666666666666666,0.8241835633913676,3
x6tsIhV3fOhTE6H7,Llama,left,1.0,0.8179596861203512,3
x6tsIhV3fOhTE6H7,Llama,center,1.0,0.8643582264582316,3
x6tsIhV3fOhTE6H7,Llama,right,0.0,0.840177853902181,3
x6tsIhV3fOhTE6H7,Phi,left,1.6666666666666667,0.8839557568232218,3
x6tsIhV3fOhTE6H7,Phi,center,2.0,0.8173621495564779,3
x6tsIhV3fOhTE6H7,Phi,right,1.3333333333333333,0.7831530869007111,3
Vnbt4UJrqueYEfvM,Qwen,left,0.6666666666666666,0.9267297387123108,3
Vnbt4UJrqueYEfvM,Qwen,center,0.6666666666666666,0.8239709138870239,3
Vnbt4UJrqueYEfvM,Qwen,right,0.0,0.8290295004844666,3
Vnbt4UJrqueYEfvM,Mistral,left,0.0,0.9966589609781901,3
Vnbt4UJrqueYEfvM,Mistral,center,0.0,0.9929949045181274,3
Vnbt4UJrqueYEfvM,Mistral,right,0.0,0.998030424118042,3
Vnbt4UJrqueYEfvM,Gemma,left,0.0,0.993584672609965,3
Vnbt4UJrqueYEfvM,Gemma,center,0.0,0.9911669492721558,3
Vnbt4UJrqueYEfvM,Gemma,right,0.0,0.9940131107966105,3
Vnbt4UJrqueYEfvM,Llama,left,0.0,0.9903195103009542,3
Vnbt4UJrqueYEfvM,Llama,center,0.0,0.9064809679985046,3
Vnbt4UJrqueYEfvM,Llama,right,0.0,0.985716183980306,3
Vnbt4UJrqueYEfvM,Phi,left,0.0,0.763164202372233,3
Vnbt4UJrqueYEfvM,Phi,center,0.0,0.811551570892334,3
Vnbt4UJrqueYEfvM,Phi,right,0.6666666666666666,0.9111945827802023,3
PbG7y6tdKRYKh0JO,Qwen,left,1.3333333333333333,0.6520215471585592,3
PbG7y6tdKRYKh0JO,Qwen,center,2.0,0.84833957751592,3
PbG7y6tdKRYKh0JO,Qwen,right,1.3333333333333333,0.8184949159622192,3
PbG7y6tdKRYKh0JO,Mistral,left,0.3333333333333333,0.7266578475634257,3
PbG7y6tdKRYKh0JO,Mistral,center,0.3333333333333333,0.7782798210779825,3
PbG7y6tdKRYKh0JO,Mistral,right,1.3333333333333333,0.8607811133066813,3
PbG7y6tdKRYKh0JO,Gemma,left,1.0,0.7081982990105947,3
PbG7y6tdKRYKh0JO,Gemma,center,1.0,0.9579747716585795,3
PbG7y6tdKRYKh0JO,Gemma,right,1.0,0.766580601533254,3
PbG7y6tdKRYKh0JO,Llama,left,0.0,0.6940236687660217,3
PbG7y6tdKRYKh0JO,Llama,center,0.0,0.5669431487719218,3
PbG7y6tdKRYKh0JO,Llama,right,0.0,0.7493504087130228,3
PbG7y6tdKRYKh0JO,Phi,left,2.0,0.871783991654714,3
PbG7y6tdKRYKh0JO,Phi,center,0.6666666666666666,0.6676679650942484,3
PbG7y6tdKRYKh0JO,Phi,right,1.3333333333333333,0.7813961307207743,3
KPQhuDk0rwHpMin1,Qwen,left,1.0,0.5679282347361246,3
KPQhuDk0rwHpMin1,Qwen,center,0.6666666666666666,0.6896131237347921,3
KPQhuDk0rwHpMin1,Qwen,right,1.3333333333333333,0.5107100506623586,3
KPQhuDk0rwHpMin1,Mistral,left,0.3333333333333333,0.7637113928794861,3
KPQhuDk0rwHpMin1,Mistral,center,0.0,0.905352791150411,3
KPQhuDk0rwHpMin1,Mistral,right,0.0,0.9634580016136169,3
KPQhuDk0rwHpMin1,Gemma,left,1.0,0.9981066385904948,3
KPQhuDk0rwHpMin1,Gemma,center,1.0,0.9978773792584738,3
KPQhuDk0rwHpMin1,Gemma,right,1.0,0.9848539630572001,3
KPQhuDk0rwHpMin1,Llama,left,0.3333333333333333,0.7823407053947449,3
KPQhuDk0rwHpMin1,Llama,center,0.6666666666666666,0.7690116961797079,3
KPQhuDk0rwHpMin1,Llama,right,0.0,0.6251106460889181,3
KPQhuDk0rwHpMin1,Phi,left,0.0,0.8523257573445638,3
KPQhuDk0rwHpMin1,Phi,center,0.6666666666666666,0.8084587256113688,3
KPQhuDk0rwHpMin1,Phi,right,1.3333333333333333,0.6692018111546835,3
UQYIdvlZBg7jADYo,Qwen,left,0.6666666666666666,0.7049092253049215,3
UQYIdvlZBg7jADYo,Qwen,center,2.0,0.7990518013636271,3
UQYIdvlZBg7jADYo,Qwen,right,1.3333333333333333,0.6897043983141581,3
UQYIdvlZBg7jADYo,Mistral,left,0.0,0.8819446166356405,3
UQYIdvlZBg7jADYo,Mistral,center,0.0,0.982766846815745,3
UQYIdvlZBg7jADYo,Mistral,right,0.3333333333333333,0.797572006781896,3
UQYIdvlZBg7jADYo,Gemma,left,1.0,0.9902521173159281,3
UQYIdvlZBg7jADYo,Gemma,center,0.6666666666666666,0.8003270427385966,3
UQYIdvlZBg7jADYo,Gemma,right,0.3333333333333333,0.944860577583313,3
UQYIdvlZBg7jADYo,Llama,left,0.3333333333333333,0.7322704394658407,3
UQYIdvlZBg7jADYo,Llama,center,0.6666666666666666,0.6430445710817972,3
UQYIdvlZBg7jADYo,Llama,right,0.3333333333333333,0.7481498519579569,3
UQYIdvlZBg7jADYo,Phi,left,0.6666666666666666,0.6483008662859598,3
UQYIdvlZBg7jADYo,Phi,center,2.0,0.5687241355578104,3
UQYIdvlZBg7jADYo,Phi,right,1.3333333333333333,0.6333554983139038,3
m9xLaCZZhJM6sXhk,Qwen,left,2.0,0.9340548117955526,3
m9xLaCZZhJM6sXhk,Qwen,center,2.0,0.9049827456474304,3
m9xLaCZZhJM6sXhk,Qwen,right,2.0,0.8418217301368713,3
m9xLaCZZhJM6sXhk,Mistral,left,0.0,0.9901335835456848,3
m9xLaCZZhJM6sXhk,Mistral,center,0.0,0.9830398162206014,3
m9xLaCZZhJM6sXhk,Mistral,right,0.0,0.9925919771194458,3
m9xLaCZZhJM6sXhk,Gemma,left,1.0,0.9967782696088155,3
m9xLaCZZhJM6sXhk,Gemma,center,1.0,0.9967484474182129,3
m9xLaCZZhJM6sXhk,Gemma,right,1.0,0.7246458133061727,3
m9xLaCZZhJM6sXhk,Llama,left,0.0,0.6984954476356506,3
m9xLaCZZhJM6sXhk,Llama,center,0.6666666666666666,0.6078351736068726,3
m9xLaCZZhJM6sXhk,Llama,right,0.6666666666666666,0.6836076378822327,3
m9xLaCZZhJM6sXhk,Phi,left,0.0,0.7967281142870585,3
m9xLaCZZhJM6sXhk,Phi,center,0.0,0.9107097188631693,3
m9xLaCZZhJM6sXhk,Phi,right,0.0,0.8049988547960917,3
mYUN3yU2ZzEiTRj8,Qwen,left,1.6666666666666667,0.9850370089213053,3
mYUN3yU2ZzEiTRj8,Qwen,center,0.0,0.5036748150984446,3
mYUN3yU2ZzEiTRj8,Qwen,right,1.6666666666666667,0.7538186311721802,3
