content_id,model,model_bias_class,avg_political_leaning,avg_score,num_summaries
8QTMkqtduJAtyi9p,Llama,right,0.0,0.9934556086858114,3
8QTMkqtduJAtyi9p,Phi,left,0.0,0.8120646278063456,3
8QTMkqtduJAtyi9p,Phi,center,0.0,0.5666690667470297,3
8QTMkqtduJAtyi9p,Phi,right,0.0,0.6642235517501831,3
SjobAlp8xQtlJF1s,Qwen,left,0.0,0.9700367649396261,3
SjobAlp8xQtlJF1s,Qwen,center,0.0,0.9818155964215597,3
SjobAlp8xQtlJF1s,Qwen,right,0.0,0.959598183631897,3
SjobAlp8xQtlJF1s,Mistral,left,0.0,0.996928075949351,3
SjobAlp8xQtlJF1s,Mistral,center,0.3333333333333333,0.8724221189816793,3
SjobAlp8xQtlJF1s,Mistral,right,0.0,0.9666736523310343,3
SjobAlp8xQtlJF1s,Gemma,left,1.0,0.7669619719187418,3
SjobAlp8xQtlJF1s,Gemma,center,0.6666666666666666,0.9703738292058309,3
SjobAlp8xQtlJF1s,Gemma,right,1.0,0.8097632527351379,3
SjobAlp8xQtlJF1s,Llama,left,0.6666666666666666,0.8884641726811727,3
SjobAlp8xQtlJF1s,Llama,center,0.3333333333333333,0.9265995820363363,3
SjobAlp8xQtlJF1s,Llama,right,0.6666666666666666,0.8784520427385966,3
SjobAlp8xQtlJF1s,Phi,left,1.0,0.8156126936276754,3
SjobAlp8xQtlJF1s,Phi,center,0.6666666666666666,0.8843861222267151,3
SjobAlp8xQtlJF1s,Phi,right,0.6666666666666666,0.8847050865491232,3
ExxYsZueBsVRehWr,Qwen,left,1.0,0.8038211067517599,3
ExxYsZueBsVRehWr,Qwen,center,1.0,0.655085563659668,3
ExxYsZueBsVRehWr,Qwen,right,0.6666666666666666,0.8045174876848856,3
ExxYsZueBsVRehWr,Mistral,left,0.0,0.9634131789207458,3
ExxYsZueBsVRehWr,Mistral,center,0.0,0.8195395270983378,3
ExxYsZueBsVRehWr,Mistral,right,0.0,0.9308403929074606,3
ExxYsZueBsVRehWr,Gemma,left,1.0,0.9983894030253092,3
ExxYsZueBsVRehWr,Gemma,center,1.0,0.9953304926554362,3
ExxYsZueBsVRehWr,Gemma,right,1.0,0.9969677726427714,3
ExxYsZueBsVRehWr,Llama,left,0.0,0.7993763089179993,3
ExxYsZueBsVRehWr,Llama,center,0.6666666666666666,0.7918650309244791,3
ExxYsZueBsVRehWr,Llama,right,0.3333333333333333,0.6143356462319692,3
ExxYsZueBsVRehWr,Phi,left,0.0,0.7920196652412415,3
ExxYsZueBsVRehWr,Phi,center,0.0,0.7373175223668417,3
ExxYsZueBsVRehWr,Phi,right,0.6666666666666666,0.8126468261082967,3
fvzaxptQwLkDZuI6,Qwen,left,0.0,0.7429834405581156,3
fvzaxptQwLkDZuI6,Qwen,center,0.6666666666666666,0.8289335568745931,3
fvzaxptQwLkDZuI6,Qwen,right,0.6666666666666666,0.6222517689069113,3
fvzaxptQwLkDZuI6,Mistral,left,0.0,0.9893794258435568,3
fvzaxptQwLkDZuI6,Mistral,center,0.0,0.892049233118693,3
fvzaxptQwLkDZuI6,Mistral,right,0.0,0.9058271249135336,3
fvzaxptQwLkDZuI6,Gemma,left,1.0,0.9459760189056396,3
fvzaxptQwLkDZuI6,Gemma,center,1.0,0.9897098938624064,3
fvzaxptQwLkDZuI6,Gemma,right,0.6666666666666666,0.9694268902142843,3
fvzaxptQwLkDZuI6,Llama,left,0.0,0.6600431799888611,3
fvzaxptQwLkDZuI6,Llama,center,0.3333333333333333,0.6938429474830627,3
fvzaxptQwLkDZuI6,Llama,right,0.0,0.6597055494785309,3
fvzaxptQwLkDZuI6,Phi,left,1.3333333333333333,0.7708643674850464,3
fvzaxptQwLkDZuI6,Phi,center,2.0,0.6802366773287455,3
fvzaxptQwLkDZuI6,Phi,right,0.6666666666666666,0.7203737298647562,3
JNlFOZUkjOjWzGSS,Qwen,left,0.0,0.8831539750099182,3
JNlFOZUkjOjWzGSS,Qwen,center,0.0,0.7690359055995941,3
JNlFOZUkjOjWzGSS,Qwen,right,0.0,0.8440370559692383,3
JNlFOZUkjOjWzGSS,Mistral,left,0.0,0.9909684459368387,3
JNlFOZUkjOjWzGSS,Mistral,center,0.3333333333333333,0.8208691080411276,3
JNlFOZUkjOjWzGSS,Mistral,right,0.0,0.8938106298446655,3
JNlFOZUkjOjWzGSS,Gemma,left,1.0,0.9963521162668864,3
JNlFOZUkjOjWzGSS,Gemma,center,1.0,0.9969488779703776,3
JNlFOZUkjOjWzGSS,Gemma,right,1.0,0.9905699690183004,3
JNlFOZUkjOjWzGSS,Llama,left,0.0,0.9719697038332621,3
JNlFOZUkjOjWzGSS,Llama,center,0.6666666666666666,0.8171787659327189,3
JNlFOZUkjOjWzGSS,Llama,right,0.0,0.9688658118247986,3
JNlFOZUkjOjWzGSS,Phi,left,0.0,0.8484498063723246,3
JNlFOZUkjOjWzGSS,Phi,center,0.0,0.8780814607938131,3
JNlFOZUkjOjWzGSS,Phi,right,0.0,0.892207682132721,3
wUw10X9eTsV5FVq9,Qwen,left,0.0,0.740950326124827,3
wUw10X9eTsV5FVq9,Qwen,center,0.6666666666666666,0.7754906813303629,3
wUw10X9eTsV5FVq9,Qwen,right,0.6666666666666666,0.7184586425622305,3
wUw10X9eTsV5FVq9,Mistral,left,0.0,0.706718643506368,3
wUw10X9eTsV5FVq9,Mistral,center,0.3333333333333333,0.750760942697525,3
wUw10X9eTsV5FVq9,Mistral,right,0.0,0.7670605580012003,3
wUw10X9eTsV5FVq9,Gemma,left,0.6666666666666666,0.8412805199623108,3
wUw10X9eTsV5FVq9,Gemma,center,0.6666666666666666,0.9191699822743734,3
wUw10X9eTsV5FVq9,Gemma,right,1.0,0.9979378779729208,3
wUw10X9eTsV5FVq9,Llama,left,0.0,0.8341741760571798,3
wUw10X9eTsV5FVq9,Llama,center,0.0,0.8131087422370911,3
wUw10X9eTsV5FVq9,Llama,right,0.0,0.6921422282854716,3
wUw10X9eTsV5FVq9,Phi,left,0.0,0.9235275785128275,3
wUw10X9eTsV5FVq9,Phi,center,0.0,0.8225544889767965,3
wUw10X9eTsV5FVq9,Phi,right,0.6666666666666666,0.7213585575421652,3
BPwECfzw4pCQH5Ya,Qwen,left,0.0,0.6062430540720621,3
BPwECfzw4pCQH5Ya,Qwen,center,0.0,0.7619185249010721,3
BPwECfzw4pCQH5Ya,Qwen,right,0.6666666666666666,0.623606264591217,3
BPwECfzw4pCQH5Ya,Mistral,left,0.3333333333333333,0.699421207110087,3
BPwECfzw4pCQH5Ya,Mistral,center,0.0,0.6554498076438904,3
BPwECfzw4pCQH5Ya,Mistral,right,0.3333333333333333,0.6712255279223124,3
BPwECfzw4pCQH5Ya,Gemma,left,1.0,0.9983905951182047,3
BPwECfzw4pCQH5Ya,Gemma,center,0.6666666666666666,0.957498033841451,3
BPwECfzw4pCQH5Ya,Gemma,right,1.0,0.9986581007639567,3
BPwECfzw4pCQH5Ya,Llama,left,0.0,0.5657349626223246,3
BPwECfzw4pCQH5Ya,Llama,center,0.6666666666666666,0.7634857098261515,3
BPwECfzw4pCQH5Ya,Llama,right,0.6666666666666666,0.7436004479726156,3
BPwECfzw4pCQH5Ya,Phi,left,0.6666666666666666,0.669476846853892,3
BPwECfzw4pCQH5Ya,Phi,center,0.3333333333333333,0.644820769627889,3
BPwECfzw4pCQH5Ya,Phi,right,0.3333333333333333,0.6431711713473002,3
99D1y4nnIMOgHrn5,Qwen,left,0.0,0.8510993123054504,3
99D1y4nnIMOgHrn5,Qwen,center,0.6666666666666666,0.751967211564382,3
99D1y4nnIMOgHrn5,Qwen,right,0.0,0.7491039435068766,3
99D1y4nnIMOgHrn5,Mistral,left,0.0,0.9668489495913187,3
99D1y4nnIMOgHrn5,Mistral,center,0.0,0.9644112785657247,3
99D1y4nnIMOgHrn5,Mistral,right,0.0,0.8018094301223755,3
99D1y4nnIMOgHrn5,Gemma,left,1.0,0.8992987672487894,3
99D1y4nnIMOgHrn5,Gemma,center,1.0,0.8295191327730814,3
99D1y4nnIMOgHrn5,Gemma,right,0.6666666666666666,0.744364321231842,3
99D1y4nnIMOgHrn5,Llama,left,0.6666666666666666,0.6019795338312784,3
99D1y4nnIMOgHrn5,Llama,center,0.6666666666666666,0.736375649770101,3
99D1y4nnIMOgHrn5,Llama,right,0.0,0.7141555349032084,3
99D1y4nnIMOgHrn5,Phi,left,0.0,0.8213415543238322,3
99D1y4nnIMOgHrn5,Phi,center,0.0,0.8932316303253174,3
99D1y4nnIMOgHrn5,Phi,right,0.0,0.8395045797030131,3
fSLUxeWQ7hEjSZJ9,Qwen,left,0.0,0.7209678490956625,3
fSLUxeWQ7hEjSZJ9,Qwen,center,0.0,0.7358045975367228,3
fSLUxeWQ7hEjSZJ9,Qwen,right,0.6666666666666666,0.6792299350102743,3
fSLUxeWQ7hEjSZJ9,Mistral,left,0.0,0.9715608159701029,3
fSLUxeWQ7hEjSZJ9,Mistral,center,0.0,0.8984909852345785,3
fSLUxeWQ7hEjSZJ9,Mistral,right,0.0,0.9916371504465739,3
fSLUxeWQ7hEjSZJ9,Gemma,left,1.0,0.9763489762941996,3
fSLUxeWQ7hEjSZJ9,Gemma,center,1.0,0.9877617359161377,3
fSLUxeWQ7hEjSZJ9,Gemma,right,1.0,0.9955392678578695,3
fSLUxeWQ7hEjSZJ9,Llama,left,0.6666666666666666,0.6386739810307821,3
fSLUxeWQ7hEjSZJ9,Llama,center,0.0,0.8448539773623148,3
fSLUxeWQ7hEjSZJ9,Llama,right,0.6666666666666666,0.7890393932660421,3
fSLUxeWQ7hEjSZJ9,Phi,left,0.6666666666666666,0.7927440603574117,3
fSLUxeWQ7hEjSZJ9,Phi,center,0.0,0.8145866394042969,3
fSLUxeWQ7hEjSZJ9,Phi,right,0.0,0.830867330233256,3
koq2t7UYUFpkU5Ow,Qwen,left,0.0,0.8038085103034973,3
koq2t7UYUFpkU5Ow,Qwen,center,0.0,0.6415977875391642,3
koq2t7UYUFpkU5Ow,Qwen,right,0.6666666666666666,0.9004186391830444,3
koq2t7UYUFpkU5Ow,Mistral,left,0.0,0.877524216969808,3
koq2t7UYUFpkU5Ow,Mistral,center,0.0,0.9895230929056803,3
koq2t7UYUFpkU5Ow,Mistral,right,0.0,0.9713965455691019,3
koq2t7UYUFpkU5Ow,Gemma,left,0.0,0.9462038079897562,3
koq2t7UYUFpkU5Ow,Gemma,center,0.3333333333333333,0.9673336545626322,3
koq2t7UYUFpkU5Ow,Gemma,right,0.0,0.8876753846804301,3
koq2t7UYUFpkU5Ow,Llama,left,0.0,0.8577910661697388,3
koq2t7UYUFpkU5Ow,Llama,center,0.0,0.8420161604881287,3
koq2t7UYUFpkU5Ow,Llama,right,0.0,0.9023629625638326,3
koq2t7UYUFpkU5Ow,Phi,left,0.6666666666666666,0.779157280921936,3
koq2t7UYUFpkU5Ow,Phi,center,0.0,0.7964615027109782,3
koq2t7UYUFpkU5Ow,Phi,right,0.0,0.881985068321228,3
sTG1kfl01ZwDwsBp,Qwen,left,0.6666666666666666,0.7907278935114542,3
sTG1kfl01ZwDwsBp,Qwen,center,0.6666666666666666,0.8240721424420675,3
sTG1kfl01ZwDwsBp,Qwen,right,0.0,0.6881954868634542,3
sTG1kfl01ZwDwsBp,Mistral,left,0.0,0.8575256069501241,3
sTG1kfl01ZwDwsBp,Mistral,center,0.0,0.8642919063568115,3
sTG1kfl01ZwDwsBp,Mistral,right,0.0,0.9721641540527344,3
sTG1kfl01ZwDwsBp,Gemma,left,0.6666666666666666,0.9853549599647522,3
sTG1kfl01ZwDwsBp,Gemma,center,1.0,0.9873887499173483,3
sTG1kfl01ZwDwsBp,Gemma,right,1.0,0.9111069639523824,3
sTG1kfl01ZwDwsBp,Llama,left,0.0,0.9593193928400675,3
sTG1kfl01ZwDwsBp,Llama,center,0.6666666666666666,0.807085374991099,3
sTG1kfl01ZwDwsBp,Llama,right,0.0,0.8954833348592123,3
sTG1kfl01ZwDwsBp,Phi,left,0.0,0.73890221118927,3
sTG1kfl01ZwDwsBp,Phi,center,0.0,0.7458141247431437,3
sTG1kfl01ZwDwsBp,Phi,right,0.6666666666666666,0.7496594389279684,3
7YffooWCJ5BG6kKG,Qwen,left,1.3333333333333333,0.7486408352851868,3
7YffooWCJ5BG6kKG,Qwen,center,1.3333333333333333,0.6880239446957906,3
7YffooWCJ5BG6kKG,Qwen,right,0.6666666666666666,0.7110952337582906,3
7YffooWCJ5BG6kKG,Mistral,left,0.0,0.8965521653493246,3
7YffooWCJ5BG6kKG,Mistral,center,0.0,0.9574254949887594,3
7YffooWCJ5BG6kKG,Mistral,right,0.0,0.9459280371665955,3
7YffooWCJ5BG6kKG,Gemma,left,0.6666666666666666,0.8305525978406271,3
7YffooWCJ5BG6kKG,Gemma,center,1.0,0.9533948302268982,3
7YffooWCJ5BG6kKG,Gemma,right,0.6666666666666666,0.9526050885518392,3
7YffooWCJ5BG6kKG,Llama,left,0.6666666666666666,0.6794936259587606,3
7YffooWCJ5BG6kKG,Llama,center,0.3333333333333333,0.4684335192044576,3
7YffooWCJ5BG6kKG,Llama,right,0.0,0.5736297766367594,3
7YffooWCJ5BG6kKG,Phi,left,0.6666666666666666,0.8241497675577799,3
7YffooWCJ5BG6kKG,Phi,center,1.3333333333333333,0.5828243295351664,3
7YffooWCJ5BG6kKG,Phi,right,0.6666666666666666,0.7721817890803019,3
B2PxCnDheIsrYNV7,Qwen,left,0.0,0.789788285891215,3
B2PxCnDheIsrYNV7,Qwen,center,0.0,0.9015237291653951,3
B2PxCnDheIsrYNV7,Qwen,right,0.0,0.8514372309048971,3
B2PxCnDheIsrYNV7,Mistral,left,0.0,0.9964937567710876,3
B2PxCnDheIsrYNV7,Mistral,center,0.0,0.9950427015622457,3
B2PxCnDheIsrYNV7,Mistral,right,0.0,0.9975505868593851,3
B2PxCnDheIsrYNV7,Gemma,left,0.6666666666666666,0.9399070143699646,3
B2PxCnDheIsrYNV7,Gemma,center,1.0,0.9102998971939087,3
B2PxCnDheIsrYNV7,Gemma,right,0.6666666666666666,0.893626868724823,3
B2PxCnDheIsrYNV7,Llama,left,0.0,0.9679307341575623,3
B2PxCnDheIsrYNV7,Llama,center,0.0,0.891879677772522,3
B2PxCnDheIsrYNV7,Llama,right,0.0,0.885825494925181,3
B2PxCnDheIsrYNV7,Phi,left,0.0,0.8689690629641215,3
B2PxCnDheIsrYNV7,Phi,center,0.0,0.9404058853785197,3
B2PxCnDheIsrYNV7,Phi,right,0.0,0.8964335918426514,3
I1Q6wsPxAxrYvHMb,Qwen,left,1.3333333333333333,0.5900450150171915,3
I1Q6wsPxAxrYvHMb,Qwen,center,0.6666666666666666,0.8579331040382385,3
I1Q6wsPxAxrYvHMb,Qwen,right,0.6666666666666666,0.5937786300977071,3
I1Q6wsPxAxrYvHMb,Mistral,left,0.0,0.8625226219495138,3
I1Q6wsPxAxrYvHMb,Mistral,center,0.3333333333333333,0.8601068655649821,3
I1Q6wsPxAxrYvHMb,Mistral,right,0.0,0.9978870948155721,3
I1Q6wsPxAxrYvHMb,Gemma,left,0.6666666666666666,0.7981753349304199,3
I1Q6wsPxAxrYvHMb,Gemma,center,1.0,0.7979337573051453,3
I1Q6wsPxAxrYvHMb,Gemma,right,0.3333333333333333,0.9640632271766663,3
I1Q6wsPxAxrYvHMb,Llama,left,0.6666666666666666,0.6438644329706827,3
I1Q6wsPxAxrYvHMb,Llama,center,0.3333333333333333,0.8148464560508728,3
I1Q6wsPxAxrYvHMb,Llama,right,1.6666666666666667,0.6983830332756042,3
I1Q6wsPxAxrYvHMb,Phi,left,0.6666666666666666,0.7239937980969747,3
I1Q6wsPxAxrYvHMb,Phi,center,0.6666666666666666,0.7469027638435364,3
I1Q6wsPxAxrYvHMb,Phi,right,0.0,0.6816082994143168,3
lkbtu4WS5ok0VJyb,Qwen,left,0.0,0.9822068214416504,3
lkbtu4WS5ok0VJyb,Qwen,center,0.0,0.9524328311284384,3
lkbtu4WS5ok0VJyb,Qwen,right,0.0,0.8420972426732382,3
lkbtu4WS5ok0VJyb,Mistral,left,0.0,0.9952439268430074,3
lkbtu4WS5ok0VJyb,Mistral,center,0.0,0.9856815735499064,3
lkbtu4WS5ok0VJyb,Mistral,right,0.0,0.9947128494580587,3
lkbtu4WS5ok0VJyb,Gemma,left,0.3333333333333333,0.9286471605300903,3
lkbtu4WS5ok0VJyb,Gemma,center,1.0,0.9749198953310648,3
lkbtu4WS5ok0VJyb,Gemma,right,0.6666666666666666,0.972743809223175,3
lkbtu4WS5ok0VJyb,Llama,left,0.0,0.9984990159670512,3
lkbtu4WS5ok0VJyb,Llama,center,0.0,0.994417687257131,3
lkbtu4WS5ok0VJyb,Llama,right,0.0,0.9962604443232218,3
lkbtu4WS5ok0VJyb,Phi,left,0.0,0.9664859573046366,3
lkbtu4WS5ok0VJyb,Phi,center,0.0,0.9824936191240946,3
lkbtu4WS5ok0VJyb,Phi,right,0.0,0.9466918706893921,3
iT0PgsTlzLj23vMC,Qwen,left,0.0,0.9727997581164042,3
iT0PgsTlzLj23vMC,Qwen,center,0.0,0.9361093640327454,3
iT0PgsTlzLj23vMC,Qwen,right,0.3333333333333333,0.6787753502527872,3
iT0PgsTlzLj23vMC,Mistral,left,0.6666666666666666,0.7469887733459473,3
iT0PgsTlzLj23vMC,Mistral,center,0.6666666666666666,0.7115695575873057,3
iT0PgsTlzLj23vMC,Mistral,right,1.3333333333333333,0.5667461653550466,3
iT0PgsTlzLj23vMC,Gemma,left,1.0,0.9930047194163004,3
iT0PgsTlzLj23vMC,Gemma,center,1.0,0.9920415282249451,3
iT0PgsTlzLj23vMC,Gemma,right,0.6666666666666666,0.7872068881988525,3
iT0PgsTlzLj23vMC,Llama,left,1.0,0.6409120957056681,3
iT0PgsTlzLj23vMC,Llama,center,0.6666666666666666,0.5472749968369802,3
iT0PgsTlzLj23vMC,Llama,right,0.0,0.808695375919342,3
iT0PgsTlzLj23vMC,Phi,left,0.0,0.7914697130521139,3
iT0PgsTlzLj23vMC,Phi,center,0.3333333333333333,0.6494084596633911,3
iT0PgsTlzLj23vMC,Phi,right,0.0,0.7441204190254211,3
Ac1aMd78dBuJ3wma,Qwen,left,0.6666666666666666,0.9470867117245992,3
Ac1aMd78dBuJ3wma,Qwen,center,0.0,0.7250310977300009,3
Ac1aMd78dBuJ3wma,Qwen,right,0.6666666666666666,0.8721680442492167,3
Ac1aMd78dBuJ3wma,Mistral,left,0.0,0.942823608716329,3
Ac1aMd78dBuJ3wma,Mistral,center,0.0,0.8880423307418823,3
Ac1aMd78dBuJ3wma,Mistral,right,0.0,0.9777397513389587,3
Ac1aMd78dBuJ3wma,Gemma,left,1.0,0.9985201160113016,3
Ac1aMd78dBuJ3wma,Gemma,center,1.0,0.9978299538294474,3
Ac1aMd78dBuJ3wma,Gemma,right,1.0,0.9985520044962565,3
Ac1aMd78dBuJ3wma,Llama,left,0.0,0.9502798318862915,3
Ac1aMd78dBuJ3wma,Llama,center,0.0,0.8696949084599813,3
Ac1aMd78dBuJ3wma,Llama,right,0.0,0.9415037631988525,3
Ac1aMd78dBuJ3wma,Phi,left,0.0,0.8427567481994629,3
Ac1aMd78dBuJ3wma,Phi,center,0.0,0.9400599996248881,3
Ac1aMd78dBuJ3wma,Phi,right,0.6666666666666666,0.6417389114697775,3
YsRxFncxd9d9SY1B,Qwen,left,1.3333333333333333,0.8159876863161722,3
YsRxFncxd9d9SY1B,Qwen,center,1.3333333333333333,0.6256732741991679,3
YsRxFncxd9d9SY1B,Qwen,right,0.6666666666666666,0.6824957331021627,3
YsRxFncxd9d9SY1B,Mistral,left,0.0,0.9549277424812317,3
YsRxFncxd9d9SY1B,Mistral,center,0.0,0.8223390976587931,3
YsRxFncxd9d9SY1B,Mistral,right,0.0,0.9611647327740988,3
YsRxFncxd9d9SY1B,Gemma,left,0.3333333333333333,0.9223231275876363,3
YsRxFncxd9d9SY1B,Gemma,center,0.3333333333333333,0.7951960762341818,3
YsRxFncxd9d9SY1B,Gemma,right,0.0,0.8146029909451803,3
YsRxFncxd9d9SY1B,Llama,left,0.0,0.8093239764372507,3
YsRxFncxd9d9SY1B,Llama,center,0.0,0.9930866956710815,3
YsRxFncxd9d9SY1B,Llama,right,0.0,0.7187029520670573,3
YsRxFncxd9d9SY1B,Phi,left,0.6666666666666666,0.8462776144345602,3
YsRxFncxd9d9SY1B,Phi,center,0.6666666666666666,0.7661932706832886,3
YsRxFncxd9d9SY1B,Phi,right,1.3333333333333333,0.7489252090454102,3
sseXRJ0Mntwd3Grg,Qwen,left,0.0,0.9509677688280741,3
sseXRJ0Mntwd3Grg,Qwen,center,0.0,0.9557847778002421,3
sseXRJ0Mntwd3Grg,Qwen,right,0.0,0.9748982787132263,3
sseXRJ0Mntwd3Grg,Mistral,left,0.0,0.9910488526026408,3
sseXRJ0Mntwd3Grg,Mistral,center,0.0,0.9971771438916525,3
sseXRJ0Mntwd3Grg,Mistral,right,0.0,0.9954794049263,3
sseXRJ0Mntwd3Grg,Gemma,left,0.6666666666666666,0.8714993596076965,3
sseXRJ0Mntwd3Grg,Gemma,center,0.6666666666666666,0.8489411075909933,3
sseXRJ0Mntwd3Grg,Gemma,right,0.6666666666666666,0.8128113945325216,3
sseXRJ0Mntwd3Grg,Llama,left,0.3333333333333333,0.869981567064921,3
sseXRJ0Mntwd3Grg,Llama,center,0.3333333333333333,0.8131738106409708,3
sseXRJ0Mntwd3Grg,Llama,right,1.0,0.9960192243258158,3
sseXRJ0Mntwd3Grg,Phi,left,0.0,0.9567026495933533,3
sseXRJ0Mntwd3Grg,Phi,center,0.0,0.9733663201332092,3
sseXRJ0Mntwd3Grg,Phi,right,0.0,0.9848642349243164,3
UINkmzkakAYOAJDn,Qwen,left,1.3333333333333333,0.6204676032066345,3
UINkmzkakAYOAJDn,Qwen,center,1.3333333333333333,0.5849145849545797,3
UINkmzkakAYOAJDn,Qwen,right,1.3333333333333333,0.7140830159187317,3
UINkmzkakAYOAJDn,Mistral,left,0.0,0.9933320681254069,3
UINkmzkakAYOAJDn,Mistral,center,0.0,0.9758352239926656,3
UINkmzkakAYOAJDn,Mistral,right,0.3333333333333333,0.8639267086982727,3
UINkmzkakAYOAJDn,Gemma,left,1.0,0.7315575281778971,3
UINkmzkakAYOAJDn,Gemma,center,1.0,0.7576072017351786,3
UINkmzkakAYOAJDn,Gemma,right,1.0,0.9124288360277811,3
UINkmzkakAYOAJDn,Llama,left,0.3333333333333333,0.5433509349822998,3
UINkmzkakAYOAJDn,Llama,center,0.6666666666666666,0.70799720287323,3
UINkmzkakAYOAJDn,Llama,right,0.6666666666666666,0.7306430538495382,3
UINkmzkakAYOAJDn,Phi,left,1.3333333333333333,0.5888145565986633,3
UINkmzkakAYOAJDn,Phi,center,0.0,0.7487684488296509,3
UINkmzkakAYOAJDn,Phi,right,0.0,0.6706255078315735,3
L2J8wK3yKUz82bMx,Qwen,left,0.0,0.8342461387316386,3
L2J8wK3yKUz82bMx,Qwen,center,0.0,0.8445253769556681,3
L2J8wK3yKUz82bMx,Qwen,right,0.6666666666666666,0.7060418526331583,3
L2J8wK3yKUz82bMx,Mistral,left,0.0,0.8426294525464376,3
L2J8wK3yKUz82bMx,Mistral,center,0.6666666666666666,0.8313149611155192,3
L2J8wK3yKUz82bMx,Mistral,right,0.0,0.9950722058614095,3
