model,SIPS,SIPS_trimmed,SIPS_avg_from_as_ac,SIPS_std,AS,AS_trimmed,AS_std,AC,AC_trimmed,AC_std
Qwen2.5-72B-IT,0.29811555321921057,0.2743734160334062,0.2793303661204346,0.1236264353996631,0.08765432098765431,0.038580246913580245,0.18760964380438244,0.38518518518518513,0.3611111111111111,0.13063105250776588
