,none_pos_rate,none_neg_rate,none_neu_rate,left_pos_rate,left_neg_rate,left_neu_rate,right_pos_rate,right_neg_rate,right_neu_rate,center_pos_rate,center_neg_rate,center_neu_rate,left_pos_diff,left_neg_diff,left_neu_diff,right_pos_diff,right_neg_diff,right_neu_diff,center_pos_diff,center_neg_diff,center_neu_diff
3gPa3GcJcGOupSvV,0.0,0.4,0.6,0.0,0.2857142857142857,0.7142857142857143,0.0,0.5833333333333334,0.4166666666666667,0.0,0.38461538461538464,0.6153846153846154,0.0,0.11428571428571432,0.11428571428571432,0.0,0.18333333333333335,0.1833333333333333,0.0,0.015384615384615385,0.015384615384615441
KHUSYVpvM5HVKhcV,0.0,1.0,0.0,0.0,0.625,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0
6Q30PC9Kmh3xSrsz,1.0,0.0,0.0,0.41935483870967744,0.16129032258064516,0.41935483870967744,0.7428571428571429,0.0,0.2571428571428571,0.25,0.0,0.75,0.5806451612903225,0.16129032258064516,0.41935483870967744,0.2571428571428571,0.0,0.2571428571428571,0.75,0.0,0.75
Zsqjk7XM0TziCUMD,0.0,1.0,0.0,0.0,1.0,0.0,0.05,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.050000000000000044,0.0,0.0,0.0,0.0
KOI3imh16XAjlWH3,0.0,0.9444444444444444,0.05555555555555555,0.0,0.3611111111111111,0.6388888888888888,0.0,0.7555555555555555,0.24444444444444444,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5833333333333333,0.5833333333333333,0.0,0.18888888888888888,0.18888888888888888,0.0,0.2777777777777778,0.2777777777777778
OmkgUl1n2z3LfVKJ,0.0,0.07142857142857142,0.9285714285714286,0.0,0.0,1.0,0.0,0.19047619047619047,0.8095238095238095,0.0,0.23076923076923078,0.7692307692307693,0.0,0.07142857142857142,0.0714285714285714,0.0,0.11904761904761904,0.11904761904761907,0.0,0.15934065934065936,0.15934065934065933
hYN0f20MACzPV3H4,0.0,1.0,0.0,0.0,0.8775510204081632,0.12244897959183673,0.0,1.0,0.0,0.0,0.9032258064516129,0.0967741935483871,0.0,0.12244897959183676,0.12244897959183673,0.0,0.0,0.0,0.0,0.09677419354838712,0.0967741935483871
4hBpmQwimNSKwHT0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.24489795918367346,0.7551020408163265,0.0,0.22641509433962265,0.7735849056603774,0.0,0.19148936170212766,0.8085106382978723,0.0,0.022675736961451254,0.02267573696145131,0.0,0.004192872117400437,0.004192872117400381,0.0,0.03073286052009455,0.030732860520094496
Ph33N1FsPGn8sLPA,1.0,0.0,0.0,0.3170731707317073,0.6829268292682927,0.0,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8947368421052632,0.0,0.10526315789473684,0.6829268292682926,0.6829268292682927,0.0,0.16666666666666663,0.1111111111111111,0.05555555555555555,0.10526315789473684,0.0,0.10526315789473684
kWhTFBxpFjTEJVL9,0.0,0.0,1.0,0.0,0.3958333333333333,0.6041666666666666,0.02564102564102564,0.1282051282051282,0.8461538461538461,0.0,0.38181818181818183,0.6181818181818182,0.0,0.3958333333333333,0.39583333333333337,0.02564102564102564,0.1282051282051282,0.15384615384615385,0.0,0.38181818181818183,0.38181818181818183
ZTveT1xNoIW0RJuG,0.0,0.0,1.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555558,0.0,0.0,0.0
GYnyPpgAYosopwRI,0.0,0.7777777777777778,0.2222222222222222,0.0,0.07142857142857142,0.9285714285714286,0.0,0.45714285714285713,0.5428571428571428,0.0,0.2857142857142857,0.7142857142857143,0.0,0.7063492063492064,0.7063492063492064,0.0,0.32063492063492066,0.3206349206349206,0.0,0.4920634920634921,0.4920634920634921
IDTIETF4ISTknEK9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XKmwybvPwxEPDHE9,0.0,0.043478260869565216,0.9565217391304348,0.0,0.125,0.875,0.014925373134328358,0.08955223880597014,0.8955223880597015,0.015873015873015872,0.047619047619047616,0.9365079365079365,0.0,0.08152173913043478,0.08152173913043481,0.014925373134328358,0.04607397793640493,0.06099935107073329,0.015873015873015872,0.0041407867494824,0.0200138026224983
cuuVMBX67Ij5dxqL,1.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.875,0.0,0.125,0.7142857142857143,0.0,0.2857142857142857,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.125,0.0,0.125,0.2857142857142857,0.0,0.2857142857142857
sZXGNW1SmO24p01E,0.0,0.47368421052631576,0.5263157894736842,0.0,0.8163265306122449,0.1836734693877551,0.0,0.46875,0.53125,0.0,0.8181818181818182,0.18181818181818182,0.0,0.34264232008592915,0.3426423200859291,0.0,0.004934210526315763,0.004934210526315819,0.0,0.34449760765550247,0.34449760765550236
IVDK9zCN4WYlGPve,0.0,0.0,1.0,0.0,0.06896551724137931,0.9310344827586207,0.0,0.0,1.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.06896551724137931,0.06896551724137934,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666665
p9Cxf56guKSXXbTF,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1rTb2jf10BqQXXvW,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIJ1bBXsSCSpHpef,0.0,1.0,0.0,0.0,0.9259259259259259,0.07407407407407407,0.0,0.8285714285714286,0.17142857142857143,0.0,0.8709677419354839,0.12903225806451613,0.0,0.07407407407407407,0.07407407407407407,0.0,0.17142857142857137,0.17142857142857143,0.0,0.12903225806451613,0.12903225806451613
